image_id,no_findings
980141b50ada8a624c9a1c34c91c95d8,0.996825098991394
f362fd880b0149646ccbb760be5f6354,0.9928942322731018
0291515f5d14c34180a15712a55bf7bd,0.0005775864701718092
6cf8916303a07f3909297be170f21f7a,0.9889487028121948
c6829051ecb281656c987fa2cfe5c706,0.04417882114648819
ab58f6f43dd2ed4995a4db00799061a2,0.9908950328826904
dfe04a28b9450358d0bf83736ee3fe2d,0.9414530992507935
b39c13808b09d93117fa755e6f8e64ab,0.9989244341850281
a2ecc47841fb7903a59b137768a3363c,0.28024882078170776
800f63115427cc92aeed7046fd6028a2,0.0015672880690544844
67d7e1cdaf6a8da4b2247f70d06718e3,0.00020951479382347316
3edd2755894c91c8ab38a9ef7ddb7985,0.09762077778577805
a6a9a60f22b70029f82e04bd2d5823cd,0.5166974663734436
645e178a29fb3afd99c82be559afb26e,0.0009667791309766471
9ffba960315efc66943dc8e69906f999,0.15749351680278778
68586360d876ffd615409150466439f2,0.9339472055435181
9a581d10b649544c3bf01227bb2d728f,0.9730774760246277
d0bfd37d06799af3d1b8407ec5ae5ef4,0.6439292430877686
0dc4847520090c7a38b61beb38d28963,0.9962630867958069
f0f97aabfd0b5da7f290723a91b4e74f,0.9992338418960571
3857dfdfba3a8a401121776389818b72,0.9973570704460144
225fa92b59afa8d1e96a9b3a5291aaaf,0.8962839841842651
0956d88d67ce080413b1b3ac20ab8622,0.004727525636553764
ceae9de35f06cd72dd7125b340970536,0.06110240891575813
b112545c70dffa1f3070ca17ae314782,0.9899285435676575
21adda7cffdfc008f99e15f8608f389e,0.9841917753219604
6f915569b8a5b8143cfe9e17f421355c,0.9729942679405212
7bf93eba889e845d016704b49103f283,0.00704306922852993
cc0522c7e62e67cb9b26acede6e1d404,0.8063825964927673
d2d863a4266ae007200c89adc5cc4e39,0.4340559244155884
7109c2bb3c552f274418c7d7d769445d,0.8617106080055237
92a7c4fdc48bc4b5567b292cb57a201d,0.042073436081409454
eaecec30b1751a3cb6d2532a288dfe7e,0.9954434633255005
3a515d9ba5419a9f35dc382017d5e98e,0.9886634945869446
dca31a2cd40cde0683837dcdf10eca09,0.9949527978897095
df8adf0cc2608573128fb4a6cb650079,0.9957072138786316
7b29ce6b9a2822aadc7ef891bd2ee88b,0.946402907371521
c9ded524aabc60309722651b535ab79a,0.9726648330688477
eefe8288df6d67f2deced0ba60cb7651,0.99310302734375
734c7dc48a16c5a16188bd0ec7d05fe9,0.2753686010837555
c65d1bc01538c40e79d946c4d7a14347,0.9983830451965332
1deb5e6595022e9cad8cb8fb00863e8f,0.9797841310501099
436bfe4e723272edcfe1cd8c85bd37a0,0.9903539419174194
aaf9e71b7ff5555aa096d77b2482ed56,0.9988961219787598
78920201559a84ae65d928a6167b73e8,0.058721575886011124
9b5a9ea07fc759ad8980f867fd114bc4,0.945234477519989
15ebe1d755c0b7598be716ef950308d4,0.7253180146217346
926787394c8df63b1da0a1cadf1063ee,0.9847093224525452
b2fe15f8e72e8825f44f23fd2968c67e,0.9710671305656433
a5555ff6d40a725f85f8e256763dd102,0.18317578732967377
03a395d9fc03a6f8c5a50e693c20ab15,0.6766232252120972
524c4a83f27a9e1f28921213261850a7,0.9978064894676208
5f258fac6e0345f01b8253712e83e454,0.8915268778800964
e59e78c6c661eb4c3daab5df0075e6c6,0.00028868403751403093
e4e30534950264060de2922ea4b77675,0.9956145286560059
79dfadb515464474f984451c2dc2fc34,0.9874308109283447
df6b1459ece82fe12a8af9d1e17d93a9,0.001682213624008
56e3aa531cd2b4c2a597657ce69bea4f,0.000389533321140334
4688671bef57318e17dadd91a29e1e0a,0.9792119264602661
ee24bfc8651524e8efeee45ff30cb532,0.9425976276397705
6de2e33c4814358a4af07f0d2b03e2de,0.06203022971749306
271290de7e7e4fb8aa1c31327f48f4b5,0.9929075241088867
e0c6e37639776cb11ed37eb94922df25,0.3721270263195038
f5f324fd65b3230f3f9e103dd701ae37,0.23363737761974335
16eadc24e658018c787bf7dfc30ee144,0.03503076359629631
692132c8de743f5d8d37c499fda700e7,0.6716256141662598
d2237da4e95c5f126e951a849e27432e,0.9947836995124817
8c6c6d7609f644dea5044ac56725cf3a,0.9951398372650146
bf6fd03f1aec7297c29722cf210c16f6,0.9405620694160461
844c74ccfd247080704e9118a2ef5ee6,0.9980106949806213
6f80079783fd3bf3df3fed4d0733d511,0.9831616878509521
533e87c55ad38b554f3ff19bf751eb14,0.0006039455765858293
71b4eda82984d225fdddc3a4d1d32ad5,0.9799326062202454
b83b3054e9691c9a180063acd5a3b8ea,0.980707049369812
eaaafa5beb11a12d5c7baea4dcc8e4cd,0.00013914640294387937
9c0bd741b166e8fddfdb445430beaa35,0.9961614608764648
8b9c9d55bd03bf92f252c764bdc05bcf,0.9963040351867676
8718fb6c453339e5db252d14328d8ae9,0.979734480381012
7acd6422a97d08046db58687e5c4b2d1,0.0005392046296037734
66999352526e3fe5ea5e2fcb065eb2c5,0.9698572754859924
74e44965f52b614f4f200468b9594382,0.9618382453918457
074e3cceb0c1677a1ad0dbff31167d7d,0.07893270254135132
9caf4ff7e331b48dc117b64a33e6e3ce,0.9879205226898193
58a34363814d97cd8dd5c26f5673d6cb,0.9384912252426147
585e0273f62af98bf949addee0a2efea,0.9728484153747559
aaef5c76717e048a21ca0bbe328e3552,0.9326288104057312
2cbbb0c958dbc2f4d15171d1fc11ba2a,0.999286949634552
341f942a70c16113f7b1c93c9ca9afb1,0.985562801361084
d4d816a8ea92b3b6fedb47cb10540888,0.9836486577987671
3d26f5e39259810fb7a332f50bd9d867,0.9896760582923889
b3f67ac077531f44dd06275af31edbd9,0.996285080909729
5c22ee484c55a079ac153153368ecd60,0.09987233579158783
b6909bb49fea3015f46335ed2ebb9da4,0.9977340698242188
a2a2bd5197fb23da123f610e00d8b08e,0.9657955169677734
79b6946338c30268ead5a6253484f852,0.8791972994804382
ccc7e89355254a0334fdd9b4c61d8402,0.0007378236041404307
05fd4bbf127858eb83ae01cd454d3e2a,0.9712297916412354
abbe42351ae1e98ba1bec5733e5dab40,0.0008747822721488774
043111cdad4d26204503d3396876046f,0.9729219675064087
6e7d48015a85db1c2bc29bf3479e598f,0.09507352858781815
c433a34f8cf9c7b894a9d52c80678b0e,0.4339580535888672
d8593a556bb7da12e839e6e374e35fa2,0.9591347575187683
e36e3dd2e1b1269c3035fa6018346b68,0.9904746413230896
645f1d663a0008a679a6187bef19e968,0.9818913340568542
281079184d33bc81f9f6ced4771ae746,0.9708243608474731
fd6b274f9e2ef0f660d52ed947e58ac3,0.982957661151886
f0310a7e6a81b1a7efc5ef323727e974,0.9982839226722717
66204c1c0e3628601c10aae51963b5ea,0.9991355538368225
293c5203bc1aa6aed90bed875b06dda8,0.9965916872024536
f70e426b2d61fb8d53d844e0fdd032a3,0.9749861359596252
eb70242f7644caa93343aebf7eef793a,0.9587803483009338
a54dfc022eedd7f8ba392bc6dc243f5b,0.9882950782775879
995c6aa1693e2998b61f2db55f73d4b0,0.9661194086074829
d6678cb7ae39f575d35ab9da6d7cb171,0.9986298084259033
fcac5aea85139181c71e7e21ed9f2029,0.9766142964363098
1d12b94b7acbeadef7d7700b50aa90d4,0.99333655834198
3fc0d536d17610d6811d9c725999e25e,0.9970071911811829
739933ba1ccf7631b311a2030dc76f8e,0.0038494549226015806
acc6f0b29ac46e8211ee8af34623d226,0.9897056818008423
c6c7b52660b17c859e81f3e29a9290fd,0.9303898811340332
77c5a562bf2f2681dfdc1c17503061fe,0.9987549781799316
395f2f015b69bcf2e58fcba55ecb6793,0.037173569202423096
c2c1843b4ca2644b92d5387358dc8bc2,0.09287925064563751
0ef99f92d68d16b8912cc073731ffad1,0.967566728591919
f165cc0d9b3e0860a6aa4ea2079ef2e3,0.9953864216804504
fdd767c47adfda2c9fa48f5da76bc306,0.9968208074569702
f05d1a0a4071c8f6e685d37e0a4ceafd,0.9803685545921326
96d1504f104b0b4ad88de4a50d413197,0.9916965961456299
cf573857242379aa3223fcb9f342133f,0.9963089823722839
4336126559df623f417e0cce8658d834,0.13423891365528107
f54d1a125632850b7774cd5144ad3bc2,0.8164786696434021
c85bd341e70f12a1653e6d3a48225e55,0.9814226627349854
cf0a24839c64a550eddaf76fb31765e7,0.9920456409454346
8d92d5da9bcba061cf36ee0a6c4d5d45,0.7796966433525085
62c427184e17db926037ce718ed2d202,0.0001548582804389298
4fba6d90e4c0141270b19446fbc97796,0.9744341969490051
a5eabc3dd2734b211c9b09205443a2ea,0.19480936229228973
e0dd17b0230ee5b43df7413bc89a70e5,0.9786623120307922
673fdef5f3c813232620a6d2af079cac,0.015738630667328835
95eb9d1e5697e1c665253e05dcf5a464,0.979812502861023
d2e77def0302c94f744079974be9bc53,0.9713057279586792
29d5ed367182f9edefd323fc97f0edd6,0.04314742237329483
c6c08255b1a5afe8864b9c5296fdabdc,0.9959719777107239
3d4c07ae432d5834781d532d833d75ac,0.9982978701591492
0271d381c3e88527721efcfaf518be71,0.003977261018007994
